customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,device_protection,streaming_tv,streaming_movies,phone_service,multiple_lines,payment_method,paperless_billing,senior_citizen,partner,dependents,churn
CUST-001441,53,93.46,4913.8,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Mailed check,Yes,No,Yes,No,0
CUST-001442,63,92.2,5694.68,One year,Fiber optic,Yes,No,No,Yes,No,No,No,Electronic check,Yes,No,Yes,No,1
CUST-001443,39,117.91,4741.86,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,0
CUST-001444,47,77.55,3623.66,One year,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer,Yes,No,No,No,0
CUST-001445,7,126.5,1003.79,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-001446,68,68.22,4612.31,Month-to-month,No,Yes,No,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,Yes,No,0
CUST-001447,26,73.65,1727.39,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-001448,72,99.56,7432.0,One year,Fiber optic,Yes,Yes,No,No,Yes,No,No,Bank transfer,No,No,No,No,0
CUST-001449,11,71.53,782.25,One year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-001450,55,110.19,6333.04,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Mailed check,No,No,Yes,Yes,0
CUST-001451,54,83.03,4643.63,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,No,Yes,No,No,1
CUST-001452,58,103.52,5868.05,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,No,Credit card,Yes,No,No,No,1
CUST-001453,19,66.71,1398.79,Two year,DSL,No,No,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-001454,70,123.97,8605.75,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,Yes,No,0
CUST-001455,29,74.65,2187.79,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes,1
CUST-001456,52,18.0,1054.21,Two year,No,No,No,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-001457,5,79.52,305.37,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,Electronic check,No,No,Yes,Yes,0
CUST-001458,44,46.18,2170.68,Two year,No,No,Yes,Yes,No,No,Yes,No,Electronic check,No,No,Yes,No,0
CUST-001459,18,109.79,1882.04,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Mailed check,Yes,Yes,No,No,1
CUST-001460,38,74.89,3262.52,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card,No,No,No,No,1
CUST-001461,53,95.78,4826.84,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,1
CUST-001462,38,76.58,2931.23,Month-to-month,DSL,No,No,Yes,No,Yes,No,No,Electronic check,No,Yes,No,No,1
CUST-001463,5,81.26,239.81,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-001464,46,91.09,4047.97,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-001465,26,106.69,2529.0,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-001466,45,111.68,4916.06,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-001467,50,66.69,3320.92,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Electronic check,No,Yes,No,No,0
CUST-001468,0,81.98,260.74,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-001469,20,44.38,1047.01,Two year,No,No,Yes,No,No,Yes,Yes,Yes,Credit card,Yes,No,No,Yes,0
CUST-001470,10,61.05,749.67,One year,DSL,No,No,No,Yes,Yes,Yes,No,Bank transfer,No,No,No,No,1
CUST-001471,50,37.5,1859.95,Month-to-month,No,No,No,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-001472,30,71.48,2226.84,Month-to-month,DSL,No,No,No,Yes,No,Yes,No,Electronic check,No,No,No,No,0
CUST-001473,7,35.28,387.59,Two year,No,Yes,No,No,Yes,No,Yes,Yes,Electronic check,No,No,No,No,0
CUST-001474,20,64.15,1410.56,One year,DSL,No,No,Yes,No,No,Yes,No,Credit card,No,Yes,Yes,No,0
CUST-001475,69,98.24,6879.36,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,Yes,1
CUST-001476,49,129.65,6114.16,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,No,No,0
CUST-001477,28,126.45,3734.75,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-001478,72,72.82,5455.38,Two year,DSL,No,No,Yes,No,Yes,Yes,No,Electronic check,No,Yes,No,No,0
CUST-001479,49,77.62,3636.49,Two year,DSL,No,No,No,Yes,No,Yes,No,Credit card,Yes,No,No,Yes,0
CUST-001480,19,113.46,1992.91,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-001481,11,60.11,471.26,One year,DSL,No,No,Yes,No,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-001482,59,107.32,6387.11,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,No,Yes,No,Yes,1
CUST-001483,22,79.51,1827.54,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-001484,27,95.78,2779.84,One year,Fiber optic,No,No,Yes,No,No,Yes,No,Electronic check,No,No,No,Yes,1
CUST-001485,18,90.34,1636.1,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,Yes,Yes,Yes,No,0
CUST-001486,52,56.83,3181.89,One year,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,No,Yes,0
CUST-001487,10,38.54,508.87,Month-to-month,No,No,Yes,No,No,Yes,Yes,No,Credit card,Yes,No,No,No,1
CUST-001488,6,93.18,505.33,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,Yes,Yes,Yes,Yes,1
CUST-001489,42,22.83,1108.91,Month-to-month,No,No,No,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-001490,45,23.86,1061.34,Month-to-month,No,No,No,No,Yes,No,Yes,No,Electronic check,No,No,No,No,1
CUST-001491,46,116.33,5499.89,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Mailed check,Yes,No,No,Yes,0
CUST-001492,38,74.85,2733.61,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,0
CUST-001493,18,105.0,1844.83,One year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-001494,60,90.42,5363.77,Two year,Fiber optic,No,No,No,Yes,Yes,No,No,Bank transfer,No,No,No,No,0
CUST-001495,71,69.93,4904.14,Two year,DSL,No,No,Yes,No,Yes,Yes,No,Electronic check,No,No,Yes,Yes,0
CUST-001496,8,100.86,653.73,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,0
CUST-001497,22,96.14,2046.4,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card,Yes,No,No,Yes,1
CUST-001498,38,114.97,4585.14,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-001499,30,55.38,1206.46,Month-to-month,No,No,No,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,No,Yes,1
CUST-001500,63,68.89,4356.22,Two year,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-001501,70,75.88,5524.95,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,Yes,Credit card,Yes,Yes,Yes,No,1
CUST-001502,50,50.7,2575.06,One year,No,No,No,No,Yes,No,Yes,No,Electronic check,No,No,Yes,Yes,0
CUST-001503,29,134.63,3969.31,One year,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-001504,11,94.24,1121.76,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,1
CUST-001505,54,96.44,5319.67,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,No,No,Yes,Yes,0
CUST-001506,62,122.99,7356.14,One year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,Yes,0
CUST-001507,70,95.7,6362.58,Month-to-month,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer,No,Yes,No,No,0
CUST-001508,16,115.48,1626.2,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Mailed check,No,No,Yes,Yes,0
CUST-001509,45,92.83,4102.68,One year,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer,Yes,Yes,Yes,No,0
CUST-001510,5,20.81,137.84,One year,No,No,No,Yes,Yes,No,No,No,Credit card,No,No,Yes,No,0
CUST-001511,69,84.58,5910.2,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,No,Yes,No,Yes,0
CUST-001512,6,106.5,693.13,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Credit card,No,Yes,Yes,No,0
CUST-001513,57,96.4,5509.34,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,1
CUST-001514,57,49.27,2826.35,One year,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,No,No,Yes,Yes,0
CUST-001515,33,98.99,3367.56,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,Bank transfer,No,Yes,Yes,No,1
CUST-001516,61,109.39,6505.33,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-001517,4,49.43,319.06,One year,No,No,Yes,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,0
CUST-001518,64,89.93,5711.53,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,No,No,No,Yes,0
CUST-001519,26,80.27,1983.24,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,Yes,Yes,No,1
CUST-001520,55,58.59,3204.01,One year,DSL,Yes,Yes,No,No,No,Yes,No,Mailed check,Yes,No,No,No,0
CUST-001521,9,91.54,655.84,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card,Yes,No,No,Yes,0
CUST-001522,65,116.9,7739.33,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes,0
CUST-001523,11,96.66,744.93,Month-to-month,Fiber optic,No,No,Yes,No,Yes,No,Yes,Mailed check,No,No,No,No,1
CUST-001524,67,90.65,6017.3,Month-to-month,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,Yes,No,No,Yes,0
CUST-001525,21,102.16,2244.07,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-001526,39,62.13,2556.21,Two year,DSL,Yes,Yes,No,No,No,Yes,No,Mailed check,Yes,No,No,No,0
CUST-001527,50,99.49,5099.81,One year,Fiber optic,Yes,Yes,No,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1
CUST-001528,46,109.99,5092.56,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-001529,40,96.17,3821.06,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer,Yes,Yes,Yes,Yes,0
CUST-001530,69,84.7,6163.98,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-001531,43,121.82,5410.47,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,No,1
CUST-001532,37,57.51,2064.57,Two year,DSL,No,Yes,No,No,No,Yes,No,Bank transfer,Yes,Yes,No,No,0
CUST-001533,5,58.57,277.51,Month-to-month,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,No,1
CUST-001534,17,79.17,1384.92,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,No,No,1
CUST-001535,33,75.98,2311.78,One year,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-001536,68,85.98,5620.3,Two year,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-001537,38,116.88,4205.05,Two year,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,No,Yes,No,No,0
CUST-001538,3,63.47,276.43,Two year,DSL,No,Yes,Yes,No,Yes,Yes,No,Mailed check,Yes,No,Yes,Yes,0
CUST-001539,15,94.67,1427.56,One year,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-001540,42,62.94,2334.26,One year,No,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,No,No,Yes,No,0
CUST-001541,10,97.77,1112.55,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Credit card,Yes,No,No,Yes,1
CUST-001542,67,98.77,6687.08,Two year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-001543,14,30.58,561.42,Month-to-month,No,No,No,Yes,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,1
CUST-001544,54,77.3,4021.68,One year,DSL,No,Yes,No,No,No,Yes,No,Credit card,Yes,No,No,Yes,0
CUST-001545,55,72.45,3637.72,One year,DSL,No,Yes,Yes,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,0
CUST-001546,44,72.24,3240.25,Two year,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-001547,42,60.2,2410.12,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-001548,35,105.61,3585.86,One year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-001549,14,62.27,909.45,Two year,DSL,Yes,No,No,Yes,Yes,Yes,No,Electronic check,No,No,No,No,0
CUST-001550,19,27.01,584.03,Month-to-month,No,No,Yes,Yes,Yes,No,Yes,No,Bank transfer,No,No,Yes,Yes,0
CUST-001551,32,66.57,2141.35,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,No,No,Yes,Yes,1
CUST-001552,41,108.36,4581.81,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,No,No,No,No,1
CUST-001553,62,62.09,3935.8,Two year,No,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-001554,53,67.76,3763.99,Two year,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-001555,71,31.57,2161.38,Month-to-month,No,No,No,Yes,Yes,No,Yes,No,Mailed check,No,No,Yes,No,0
CUST-001556,40,122.26,4823.92,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,No,No,No,No,0
CUST-001557,32,96.61,3134.75,Two year,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-001558,55,90.05,5305.42,Month-to-month,Fiber optic,No,No,Yes,No,No,No,No,Mailed check,No,No,Yes,No,0
CUST-001559,35,79.68,2657.0,Two year,DSL,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,Yes,Yes,0
CUST-001560,70,106.22,7526.7,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-001561,39,109.81,4222.98,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Credit card,Yes,No,No,No,0
CUST-001562,46,113.43,5001.86,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-001563,68,135.65,9205.96,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-001564,51,102.87,5190.7,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-001565,27,113.13,2869.67,One year,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-001566,61,75.81,4855.27,Month-to-month,Fiber optic,No,No,No,No,No,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-001567,67,138.26,9359.05,One year,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-001568,40,104.77,4004.45,Two year,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-001569,61,98.1,6157.39,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,No,No,Yes,No,0
CUST-001570,21,72.91,1402.55,One year,DSL,Yes,No,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-001571,35,95.65,3465.0,One year,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-001572,57,97.24,5129.5,One year,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-001573,13,41.55,620.39,Month-to-month,No,No,No,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-001574,60,56.93,2889.14,One year,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,Yes,No,Yes,No,0
CUST-001575,67,108.59,7381.7,Two year,Fiber optic,Yes,Yes,No,Yes,No,No,No,Electronic check,Yes,Yes,Yes,No,0
CUST-001576,71,50.71,3563.82,Two year,No,Yes,Yes,No,Yes,No,Yes,No,Bank transfer,Yes,Yes,Yes,No,0
CUST-001577,10,117.32,1153.11,One year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer,No,No,No,Yes,1
CUST-001578,1,92.68,0.0,One year,DSL,No,Yes,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-001579,26,106.83,2768.48,One year,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,Yes,No,No,No,0
CUST-001580,37,116.36,4388.37,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,No,Yes,No,No,0
CUST-001581,37,40.36,1314.76,Month-to-month,No,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-001582,4,59.77,184.69,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Credit card,Yes,Yes,No,Yes,0
CUST-001583,48,110.34,5166.51,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,No,No,1
CUST-001584,36,86.16,2835.2,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Bank transfer,Yes,No,Yes,Yes,0
CUST-001585,25,104.38,2533.84,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,No,No,Electronic check,No,No,No,No,1
CUST-001586,34,30.54,805.65,Month-to-month,No,No,No,No,No,Yes,No,No,Mailed check,Yes,No,No,No,1
CUST-001587,41,108.07,4231.55,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,No,No,Yes,No,1
CUST-001588,16,113.95,1783.63,One year,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Mailed check,Yes,Yes,No,Yes,1
CUST-001589,55,74.37,4156.58,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,No,Electronic check,No,No,No,Yes,0
CUST-001590,72,36.62,2472.81,Month-to-month,No,No,No,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-001591,26,74.54,2372.43,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-001592,54,101.58,5605.97,One year,Fiber optic,No,No,Yes,No,Yes,No,No,Credit card,Yes,No,Yes,No,0
CUST-001593,4,37.22,133.84,One year,No,No,No,No,Yes,Yes,Yes,Yes,Credit card,Yes,Yes,Yes,No,0
CUST-001594,28,93.11,2661.96,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-001595,40,48.89,2186.46,One year,No,No,Yes,No,No,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-001596,58,59.07,3484.54,One year,No,No,No,Yes,No,Yes,Yes,No,Credit card,No,No,Yes,No,0
CUST-001597,22,59.71,1149.44,Month-to-month,DSL,No,Yes,No,No,No,Yes,No,Bank transfer,No,Yes,Yes,No,0
CUST-001598,18,105.37,1784.49,One year,Fiber optic,No,No,No,Yes,Yes,No,Yes,Credit card,No,No,No,No,1
CUST-001599,63,121.2,7539.47,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,0
CUST-001600,20,102.25,1701.94,One year,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,No,No,No,No,1
CUST-001601,15,70.63,1171.22,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,No,1
CUST-001602,56,108.19,5766.44,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,No,No,No,No,1
CUST-001603,6,115.73,895.46,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-001604,50,74.16,3990.01,Month-to-month,DSL,No,Yes,No,No,Yes,No,No,Credit card,Yes,No,Yes,No,0
CUST-001605,34,52.03,1630.6,Month-to-month,No,No,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,0
CUST-001606,57,52.87,3077.58,Month-to-month,No,Yes,Yes,No,Yes,Yes,Yes,No,Credit card,No,No,No,No,0
CUST-001607,62,94.14,5945.0,One year,DSL,No,Yes,No,Yes,Yes,Yes,No,Bank transfer,No,No,Yes,No,1
CUST-001608,28,53.96,1556.89,One year,DSL,No,Yes,No,No,No,Yes,Yes,Credit card,No,No,No,No,0
CUST-001609,18,104.18,1567.57,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,No,No,Yes,No,0
CUST-001610,13,74.71,928.42,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,Bank transfer,No,No,No,Yes,0
CUST-001611,52,35.74,2159.27,Two year,No,No,Yes,Yes,No,No,Yes,Yes,Credit card,Yes,No,Yes,Yes,0
CUST-001612,31,95.35,3212.18,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,No,Mailed check,Yes,Yes,No,No,1
CUST-001613,58,127.3,7330.85,One year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-001614,54,95.43,5026.15,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,No,Bank transfer,Yes,No,No,No,0
CUST-001615,72,68.52,4933.35,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,0
CUST-001616,61,76.6,4686.71,Month-to-month,No,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,Yes,0
CUST-001617,66,113.11,7329.88,One year,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-001618,65,81.27,5299.23,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-001619,66,90.84,6166.8,Two year,Fiber optic,No,No,No,No,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-001620,72,69.96,5176.96,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,No,No,No,No,0
CUST-001621,27,74.02,2102.0,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,1
CUST-001622,22,78.55,1755.48,One year,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-001623,43,102.3,4369.25,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,1
CUST-001624,61,101.56,5932.38,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,1
CUST-001625,13,97.88,1429.71,Two year,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-001626,72,112.35,7909.75,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-001627,22,96.12,1814.39,One year,Fiber optic,No,No,No,Yes,Yes,No,No,Credit card,Yes,No,No,No,1
CUST-001628,20,100.17,1811.34,Month-to-month,Fiber optic,No,No,Yes,Yes,No,No,Yes,Mailed check,Yes,Yes,No,No,1
CUST-001629,28,90.92,2853.72,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,1
CUST-001630,0,74.3,17.59,Month-to-month,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-001631,28,90.49,2785.78,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,No,No,Yes,No,1
CUST-001632,10,67.98,514.13,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,No,Credit card,No,No,Yes,No,1
CUST-001633,58,77.63,4604.07,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-001634,56,82.17,4630.73,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Mailed check,No,No,Yes,No,0
CUST-001635,46,69.03,3291.62,Two year,DSL,No,No,Yes,No,No,Yes,No,Electronic check,No,Yes,Yes,Yes,0
CUST-001636,58,38.62,2124.12,One year,No,No,Yes,Yes,Yes,No,No,No,Electronic check,No,No,No,No,0
CUST-001637,12,62.26,780.72,One year,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,0
CUST-001638,18,96.57,1719.58,One year,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,1
CUST-001639,64,96.49,6253.19,One year,Fiber optic,Yes,Yes,No,No,No,Yes,No,Mailed check,No,No,No,No,1
CUST-001640,68,92.49,6068.66,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,Yes,Yes,Yes,No,1
CUST-001641,19,116.09,2170.11,Two year,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,0
CUST-001642,17,103.53,1664.42,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,Yes,Yes,No,0
CUST-001643,8,114.06,904.23,One year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
